participant_number,test_date,child_id,response_id,response_uuid,age_range,rounded_age,age,gender,lan_spoken,by_plant,by_lamp,trial_1,trial_1_correct_answer,trial_1_response,trial_1_score,trial_2,trial_2_correct_answer,trial_2_response,trial_2_score,trial_3,trial_3_correct_answer,trial_3_response,trial_3_score,trial_4,trial_4_correct_answer,trial_4_response,trial_4_score,trial_5,trial_5_correct_answer,trial_5_response,trial_5_score,trial_6,trial_6_correct_answer,trial_6_response,trial_6_score,total_score,notes,exclude,exclude_reason,notes
104,5/2/2024,Grannys_Gratitude_Stickers_20240502_3,213501,7d21419f-e47e-4b45-ba31-16fc6c4841e7,2191-2556,2430,6.66,female,en,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_left_lily,lily,alex,0,0,,,,
105,5/4/2024,Grannys_Gratitude_Stickers_20240504_1,213854,7576bc1a-b72a-40f1-b556-b052248137ac,2191-2556,2430,6.66,male,en hi ,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_left_lily,lily,alex,0,2,,,,
106,5/6/2024,Grannys_Gratitude_Stickers_20240506_4,214154,cbd8d801-9518-4e6d-809f-8fb71629b1d6,2191-2556,2200,6.03,female,en hi ,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,4,,,,
107,5/7/2024,Grannys_Gratitude_Stickers_20240507_8,214510,44fcc63a-5d98-44f9-8cdf-fe48fd853f8c,2191-2556,2550,6.99,male,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,2,,,,
108,5/9/2024,Grannys_Gratitude_Stickers_20240509_8,215051,4c8e5499-ff4a-46df-9a1b-669c2327ddd2,2191-2556,2250,6.16,male,en hi ,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily (left),1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,5,,,,
109,8/3/2024,Grannys_Gratitude_Stickers_20240803_2,237582,b4fe55dd-d0ee-429d-86b5-eac7f033d7f0,2191-2556,2280,6.25,female,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,5,,,,
110,6/20/2024,Grannys_Gratitude_Stickers_20240620_5,225517,dc03ccfb-aa81-41de-9484-82eca09d9e8c,2191-2556,2250,6.16,female,en hi ,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,3,,,,
111,6/21/2024,Grannys_Gratitude_Stickers_20240621_8,225899,53a3c4fe-7476-4cc5-9450-80d36875c731,2191-2556,2370,6.49,male,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
112,6/21/2024,Grannys_Gratitude_Stickers_20240621_2,225785,830be30f-0cb3-4b19-a30b-a95cd956bc0e,2556-2921,2520,6.90,female,en,benji,harry,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,4,,,,
113,7/25/2024,Grannys_Gratitude_Stickers_20240725_4,235734,e5241f28-aa42-48c5-92a9-373cb540317b,2191-2556,2400,6.58,male,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_bear_water_correct_left_vicky,vicky,connor,0,4,,,,
114,7/26/2024,Grannys_Gratitude_Stickers_20240726_2,235854,61bf30c2-2566-43f8-a1a2-9762a4c901ea,2191-2556,2220,6.08,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,3,,,,
115,7/26/2024,Grannys_Gratitude_Stickers_20240726_5,235976,b4cca7e6-3735-4678-843c-23a2472575b9,2191-2556,2280,6.25,male,en,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,2,,,,
116,7/31/2024,Grannys_Gratitude_Stickers_20240731_1,236937,f9edb6d5-97b9-4ab4-9e02-4b83d9a7edd7,2191-2556,2550,6.99,female,en es,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,1,,,,
117,8/2/2024,Grannys_Gratitude_Stickers_20240802_1,237375,ea0e973b-88a6-4e30-9433-b0a73603318a,2191-2556,2250,6.16,male,en,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,3,,,,
118,8/2/2024,Grannys_Gratitude_Stickers_20240802_2,237461,5063f233-f045-4a9e-b329-bfbd45b238e7,2191-2556,2400,6.58,female,en cmn,benji,harry,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_left_emily,emily ,emily ,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
119,12/26/2024,Grannys_Gratitude_Stickers_20241226_2,277958,0212626c-4cb5-4ecb-87e7-b786a853d8c9,2191-2556,2400,6.58,female,en,benji,harry,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,2,,,,
120,12/27/2024,Grannys_Gratitude_Stickers_20241227_1,278053,27649402-396e-46c7-b1a0-e2e560babbba,2191-2556,2250,6.16,female,en es,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_left_amber,amber,billy,0,4,,,,
121,4/11/2024,Grannys_Gratitude_Stickers_20240411_16,208323,0ed85ab1-9840-4dfe-b23a-b15596b6f434,2556-2921,2880,7.89,female,en es,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
122,4/13/2024,Grannys_Gratitude_Stickers_20240413_19,208836,5c46dc77-d8da-4f16-85b5-1115a69d29a1,2556-2921,2640,7.23,female,en,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,5,,,,
123,4/13/2024,Grannys_Gratitude_Stickers_20240413_21,208859,34b91940-9ca3-4d49-8cde-26277b5850d6,2556-2921,2850,7.81,female,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
124,4/16/2024,Grannys_Gratitude_Stickers_20240416_1,209551,04079c49-f1fe-44fc-8846-7d381a3f57c8,2556-2921,2670,7.32,male,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
125,4/17/2024,Grannys_Gratitude_Stickers_20240417_2,209900,7dfd995d-55a3-4c3b-9155-4495df1b9fff,2556-2921,2760,7.56,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
126,4/17/2024,Grannys_Gratitude_Stickers_20240417_3,209904,00d7d357-b02a-4ffc-a378-28eb8f8a2fbe,2556-2921,2790,7.64,female,en tl,benji,harry,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
127,5/1/2024,Grannys_Gratitude_Stickers_20240501_11,213362,704745e6-e8af-43e0-8b40-4111eba7ef75,2556-2921,2730,7.48,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily ,emily ,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,6,,,,
128,4/17/2024,Grannys_Gratitude_Stickers_20240417_18,210145,7ed7f15f-2984-4920-ae69-23f32632209f,2556-2921,2730,7.48,female,en id,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,5,,,,
129,4/17/2024,Grannys_Gratitude_Stickers_20240417_19,210147,73712942-59f3-4372-90f1-210795d159eb,2556-2921,2760,7.56,female,unsure,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,4,,,,
130,4/18/2024,Grannys_Gratitude_Stickers_20240418_4,210340,babeec99-a8c7-476b-878e-014cbe7a72e7,2556-2921,2580,7.07,female,en es,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_rock_wine_correct_right_billy,billy,amber,0,2,,,,
131,4/28/2024,Grannys_Gratitude_Stickers_20240428_3,212551,bae967ca-2e23-48c8-b0e4-35e92e169462,2556-2921,2760,7.56,female,en ,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,5,,,,
132,4/28/2024,Grannys_Gratitude_Stickers_20240428_8,212634,1098ce5b-5874-46b1-9dd9-ec3121f2ff2c,2556-2921,2820,7.73,male,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,5,,,,
133,4/30/2024,Grannys_Gratitude_Stickers_20240430_8,213151,0ad2cca7-542d-4bff-a870-427a95662f1a,2556-2921,2820,7.73,female,en ml,benji,harry,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,5,,,,
134,4/30/2024,Grannys_Gratitude_Stickers_20240430_10,213161,7b75bfda-fe4e-425a-ab14-97138ac35067,2556-2921,2700,7.40,female,en ur,benji,harry,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_basketball_egg_correct_right_noah,noah ,noah ,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,4,,,,
135,5/3/2024,Grannys_Gratitude_Stickers_20240503_4,213635,dfc5e076-8c6a-45da-88ce-8cde34c2d6b7,2556-2921,2910,7.97,female,en,benji,harry,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_left_emily,emily ,emily ,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,6,,,,
136,5/3/2024,Grannys_Gratitude_Stickers_20240503_5,213636,84bd753d-a672-4315-88e5-f493c5c409c2,2556-2921,2910,7.97,female,en id so,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_left_amber,amber,amber,1,6,,,,
137,5/6/2024,Grannys_Gratitude_Stickers_20240506_5,214175,13dc59f5-a2c9-4c68-b5a5-76efd158858e,2556-2921,2610,7.15,male,en,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,5,,,,
138,5/7/2024,Grannys_Gratitude_Stickers_20240507_2,214291,6d7c6dab-5de1-496c-998d-027fb034c424,2556-2921,2850,7.81,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_right_connor,connor,connor,1,5,,,,
139,5/9/2024,Grannys_Gratitude_Stickers_20240509_3,214902,1674210c-c656-4ac6-8462-911489739fa1,2556-2921,2910,7.97,female,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_rock_wine_correct_right_billy,billy,billy,1,1,,,,
140,7/29/2024,Grannys_Gratitude_Stickers_20240729_3,236428,a758fe5b-5ec2-451a-a690-e6454417babd,2556-2921,2610,7.15,female,en,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,4,,,,
141,6/21/2024,Grannys_Gratitude_Stickers_20240621_5,225871,e603a2e0-1d7e-4d23-b7ec-a97fed0be594,2556-2921,2580,7.07,female,en,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,connor,1,5,,,,
142,12/29/2024,Grannys_Gratitude_Stickers_20241229_1,278290,f2cf9daa-6ac9-4b06-8a48-077e2cc91d32,2556-2921,2760,7.56,female,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,3,,,,
143,7/25/2024,Grannys_Gratitude_Stickers_20240725_5,235761,67b7f9c7-181a-48b1-ac4e-fb9e06dec0c8,2556-2921,2610,7.15,male,en ko es,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
144,7/26/2024,Grannys_Gratitude_Stickers_20240726_4,235958,a8a0d254-d621-4fb1-a8a8-eec88519153f,2556-2921,2640,7.23,male,en ru es uk,benji,harry,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,billy,0,3,,,,
145,7/27/2024,Grannys_Gratitude_Stickers_20240727_2,236077,920f9ef5-e94e-4950-8589-f966d2e869a3,2556-2921,2880,7.89,female,en,benji,harry,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
146,7/29/2024,Grannys_Gratitude_Stickers_20240729_2,236364,9be23772-0bac-4cbc-b98c-547bd77f7b9e,2556-2921,2580,7.07,male,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,6,,,,
147,12/25/2024,Grannys_Gratitude_Stickers_20241225_1,277779,f085b9ef-23db-412b-bebe-ae9c2d7b1146,2556-2921,2820,7.73,female,en jp,benji,harry,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,5,,,,
148,12/25/2024,Grannys_Gratitude_Stickers_20241225_3,277822,ca3f9a5a-2ac6-4286-a467-543ba581b528,2556-2921,2820,7.73,female,en fr de he es,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_left_amber,amber,amber,1,4,,,,
149,12/26/2024,Grannys_Gratitude_Stickers_20241226_1,277940,95639bc1-8c56-4480-b1c2-ef1711d34246,2556-2921,2700,7.40,male,en hi kn,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,lucas,0,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,5,,,,
150,12/27/2024,Grannys_Gratitude_Stickers_20241227_4,278128,4f0259de-96bb-448b-9424-2befe8aac843,2556-2921,2910,7.97,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,4,,,,
151,4/11/2024,Grannys_Gratitude_Stickers_20240411_1,208109,1a2b2967-ebd8-4e1c-935d-2344a5c41895,2922-3287,2970,8.14,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,6,,,,
152,4/11/2024,Grannys_Gratitude_Stickers_20240411_2,208126,07ead0fd-161b-40fd-b3bc-31cc69e092f8,2922-3287,3150,8.63,male,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
153,4/11/2024,Grannys_Gratitude_Stickers_20240411_8,208261,a3364278-bad7-44c7-8de5-ac33ccfc6c4d,2922-3287,3120,8.55,male,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,4,,,,
154,4/12/2024,Grannys_Gratitude_Stickers_20240412_1,208503,9f49e58a-9ccc-49b4-bdc7-fd60a10d4f66,2922-3287,3000,8.22,male,en,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_right_billy,billy,billy,1,6,,,,
155,4/13/2024,Grannys_Gratitude_Stickers_20240413_6,208727,a56fc4c7-ca25-4993-9f08-448002f7db25,2922-3287,3150,8.63,female,en,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,6,,,,
